slugSeason,nameTeam,namePlayer,statusPlayer,isFinalSeason,isWaived,isOnRoster,isNonGuaranteed,isTeamOption,isPlayerOption,typeContractDetail,value
2020-21,Brooklyn Nets,Noah Vonleh,W,0,0,0,0,0,0,Not With Team,263995
2020-21,Brooklyn Nets,Norvel Pelle,W,0,0,0,0,0,0,Not With Team,217845
2020-21,Brooklyn Nets,Spencer Dinwiddie,current roster,0,0,1,0,0,0,Guaranteed,11454048
2020-21,Brooklyn Nets,Timothe LuwawuCabarrot,current roster,1,0,1,0,0,0,Guaranteed,1824003
2020-21,Brooklyn Nets,Tyler Cook,E,0,0,0,0,0,0,Not With Team,99020
2020-21,Brooklyn Nets,Tyler Johnson,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Charlotte Hornets,Bismack Biyombo,current roster,1,0,1,0,0,0,Guaranteed,3500000
2020-21,Charlotte Hornets,Brad Wanamaker,current roster,0,0,1,0,0,0,Guaranteed,2250000
2020-21,Charlotte Hornets,Caleb Martin,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Charlotte Hornets,Cody Martin,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Charlotte Hornets,Cody Zeller,current roster,1,0,1,0,0,0,Guaranteed,15415730
2020-21,Charlotte Hornets,Devonte' Graham,current roster,0,0,1,0,0,0,Guaranteed,1663861
2020-21,Charlotte Hornets,Gordon Hayward,current roster,0,0,1,0,0,0,Guaranteed,28500000
2020-21,Charlotte Hornets,Jalen McDaniels,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Charlotte Hornets,LaMelo Ball,current roster,0,0,1,0,0,0,Guaranteed,7839960
2020-21,Charlotte Hornets,Malik Monk,current roster,0,0,1,0,0,0,Guaranteed,5345687
2020-21,Charlotte Hornets,Miles Bridges,current roster,0,0,1,0,0,0,Guaranteed,3934320
2020-21,Charlotte Hornets,Nick Richards,current roster,0,0,1,0,0,0,Guaranteed,1000000
2020-21,Charlotte Hornets,Nicolas Batum,W,0,0,0,0,0,0,Not With Team,9043478
2020-21,Charlotte Hornets,PJ Washington,current roster,0,0,1,0,0,0,Guaranteed,4023600
2020-21,Charlotte Hornets,Terry Rozier,current roster,0,0,1,0,0,0,Guaranteed,18900000
2020-21,Charlotte Hornets,Vernon Carey Jr,current roster,0,0,1,0,0,0,Guaranteed,1350000
2020-21,Chicago Bulls,AlFarouq Aminu,current roster,0,0,1,0,0,0,Guaranteed,9720900
2020-21,Chicago Bulls,Coby White,current roster,0,0,1,0,0,0,Guaranteed,5572680
2020-21,Chicago Bulls,Cristiano Felicio,current roster,1,0,1,0,0,0,Guaranteed,7529020
2020-21,Chicago Bulls,Daniel Theis,current roster,1,0,1,0,0,0,Guaranteed,5000000
2020-21,Chicago Bulls,Denzel Valentine,current roster,1,0,1,0,0,0,Guaranteed,4642800
2020-21,Chicago Bulls,Garrett Temple,current roster,1,0,1,0,0,0,Guaranteed,4767000
2020-21,Chicago Bulls,Javonte Green,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Chicago Bulls,Lauri Markkanen,current roster,0,0,1,0,0,0,Guaranteed,6731508
2020-21,Chicago Bulls,Nikola Vucevic,current roster,0,0,1,0,0,0,Guaranteed,26000000
2020-21,Chicago Bulls,Noah Vonleh  W,current roster,1,0,1,0,0,0,Not With Team,97261
2020-21,Chicago Bulls,Patrick Williams,current roster,0,0,1,0,0,0,Guaranteed,7068360
2020-21,Chicago Bulls,Ryan Arcidiacono,current roster,1,0,1,0,0,0,Guaranteed,3000000
2020-21,Chicago Bulls,Thaddeus Young,current roster,0,0,1,0,0,0,Guaranteed,13545000
2020-21,Chicago Bulls,Tomas Satoransky,current roster,0,0,1,0,0,0,Guaranteed,10000000
2020-21,Chicago Bulls,Troy Brown Jr,current roster,0,0,1,0,0,0,Guaranteed,3372840
2020-21,Chicago Bulls,Zach LaVine,current roster,0,0,1,0,0,0,Guaranteed,19500000
2020-21,Cleveland Cavaliers,Andre Drummond,W,0,0,0,0,0,0,Not With Team,27957238
2020-21,Cleveland Cavaliers,Cedi Osman,current roster,0,0,1,0,0,0,Guaranteed,8840580
2020-21,Cleveland Cavaliers,Collin Sexton,current roster,0,0,1,0,0,0,Guaranteed,4991880
2020-21,Cleveland Cavaliers,Damyean Dotson,current roster,0,0,1,0,0,0,Guaranteed,2000000
2020-21,Cleveland Cavaliers,Darius Garland,current roster,0,0,1,0,0,0,Guaranteed,6720720
2020-21,Cleveland Cavaliers,Dean Wade,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Cleveland Cavaliers,Dylan Windler,current roster,0,0,1,0,0,0,Guaranteed,2137440
2020-21,Cleveland Cavaliers,Isaac Okoro,current roster,0,0,1,0,0,0,Guaranteed,6400920
2020-21,Cleveland Cavaliers,Isaiah Hartenstein,current roster,0,0,1,0,0,0,Guaranteed,1620564
2020-21,Cleveland Cavaliers,Jarrett Allen,current roster,0,0,1,0,0,0,Guaranteed,3909902
2020-21,Cleveland Cavaliers,JR Smith,W,0,0,0,0,0,0,Not With Team,1456667
2020-21,Cleveland Cavaliers,Kevin Love,current roster,0,0,1,0,0,0,Guaranteed,31258256
2020-21,Cleveland Cavaliers,Larry Nance Jr,current roster,0,0,1,0,0,0,Guaranteed,11709091
2020-21,Cleveland Cavaliers,Matthew Dellavedova,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Cleveland Cavaliers,Quinn Cook,E,0,0,0,0,0,0,Not With Team,110998
2020-21,Cleveland Cavaliers,Quinn Cook  E,current roster,1,0,1,0,0,0,Not With Team,110998
2020-21,Cleveland Cavaliers,Rayjon Tucker,W,0,0,0,0,0,0,Not With Team,340000
2020-21,Cleveland Cavaliers,Taurean Prince,current roster,0,0,1,0,0,0,Guaranteed,12250000
2020-21,Cleveland Cavaliers,Thon Maker,W,0,0,0,0,0,0,Not With Team,309355
2020-21,Cleveland Cavaliers,Yogi Ferrell,E,0,0,0,0,0,0,Not With Team,110998
2020-21,Dallas Mavericks,Boban Marjanovic,current roster,1,0,1,0,0,0,Guaranteed,3500000
2020-21,Dallas Mavericks,Dorian FinneySmith,current roster,0,0,1,0,0,0,Guaranteed,4000000
2020-21,Dallas Mavericks,Dwight Powell,current roster,0,0,1,0,0,0,Guaranteed,11080125
2020-21,Dallas Mavericks,Jalen Brunson,current roster,0,0,1,0,0,0,Guaranteed,1663861
2020-21,Dallas Mavericks,JJ Barea,W,0,0,0,0,0,0,Not With Team,1620564
2020-21,Dallas Mavericks,JJ Redick,current roster,1,0,1,0,0,0,Guaranteed,13013700
2020-21,Dallas Mavericks,Josh Green,current roster,0,0,1,0,0,0,Guaranteed,2816760
2020-21,Dallas Mavericks,Josh Richardson,current roster,0,0,1,0,0,0,Guaranteed,10865952
2020-21,Dallas Mavericks,Kristaps Porzingis,current roster,0,0,1,0,0,0,Guaranteed,29467800
2020-21,Dallas Mavericks,Luka Doncic,current roster,0,0,1,0,0,0,Guaranteed,8049360
2020-21,Dallas Mavericks,Maxi Kleber,current roster,0,0,1,0,0,0,Guaranteed,8325000
2020-21,Dallas Mavericks,Nicolo Melli,current roster,0,0,1,0,0,0,Guaranteed,3897436
2020-21,Dallas Mavericks,Tim Hardaway Jr,current roster,1,0,1,0,0,0,Guaranteed,18975000
2020-21,Dallas Mavericks,Trey Burke,current roster,0,0,1,0,0,0,Guaranteed,3000000
2020-21,Dallas Mavericks,Tyrell Terry,current roster,0,0,1,0,0,0,Guaranteed,1289846
2020-21,Dallas Mavericks,Willie CauleyStein,current roster,1,0,1,0,0,0,Guaranteed,4100000
2020-21,Denver Nuggets,Aaron Gordon,current roster,0,0,1,0,0,0,Guaranteed,18136364
2020-21,Denver Nuggets,Bol Manute Bol,current roster,0,0,1,0,0,0,Guaranteed,2058240
2020-21,Denver Nuggets,Facundo Campazzo,current roster,0,0,1,0,0,0,Guaranteed,3200000
2020-21,Denver Nuggets,Gary Clark,current roster,0,0,1,0,0,0,Guaranteed,2000000
2020-21,Denver Nuggets,Jamal Murray,current roster,0,0,1,0,0,0,Guaranteed,27285000
2020-21,Denver Nuggets,JaMychal Green,current roster,0,0,1,0,0,0,Guaranteed,7199760
2020-21,Denver Nuggets,JaVale McGee,current roster,1,0,1,0,0,0,Guaranteed,4200000
2020-21,Denver Nuggets,Michael Porter Jr,current roster,0,0,1,0,0,0,Guaranteed,3550800
2020-21,Denver Nuggets,Monte Morris,current roster,0,0,1,0,0,0,Guaranteed,1723707
2020-21,Denver Nuggets,Nikola Jokic,current roster,0,0,1,0,0,0,Guaranteed,29542010
2020-21,Denver Nuggets,Paul Millsap,current roster,1,0,1,0,0,0,Guaranteed,10000000
2020-21,Denver Nuggets,PJ Dozier,current roster,0,0,1,0,0,0,Guaranteed,1762796
2020-21,Denver Nuggets,Vlatko Cancar,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Denver Nuggets,Will Barton,current roster,0,0,1,0,0,0,Guaranteed,13723214
2020-21,Denver Nuggets,Zeke Nnaji,current roster,0,0,1,0,0,0,Guaranteed,2379840
2020-21,Detroit Pistons,Blake Griffin,W,0,0,0,0,0,0,Not With Team,32670565
2020-21,Detroit Pistons,Cory Joseph,current roster,0,0,1,0,0,0,Guaranteed,12600000
2020-21,Detroit Pistons,Deividas Sirvydis,current roster,0,0,1,0,0,0,Guaranteed,898310
2020-21,Detroit Pistons,Dennis Smith Jr,current roster,0,0,1,0,0,0,Guaranteed,5686677
2020-21,Detroit Pistons,Dewayne Dedmon,W,0,0,0,0,0,0,Not With Team,2866667
2020-21,Detroit Pistons,Dzanan Musa,W,0,0,0,0,0,0,Not With Team,2002800
2020-21,Detroit Pistons,Hamidou Diallo,current roster,0,0,1,0,0,0,Guaranteed,1663861
2020-21,Detroit Pistons,Isaiah Stewart II,current roster,0,0,1,0,0,0,Guaranteed,3121080
2020-21,Detroit Pistons,Jahlil Okafor,current roster,0,0,1,0,0,0,Guaranteed,1882867
2020-21,Detroit Pistons,Jerami Grant,current roster,0,0,1,0,0,0,Guaranteed,19050000
2020-21,Detroit Pistons,Josh Jackson,current roster,0,0,1,0,0,0,Guaranteed,4767000
2020-21,Detroit Pistons,Killian Hayes,current roster,0,0,1,0,0,0,Guaranteed,5307120
2020-21,Detroit Pistons,Mason Plumlee,current roster,0,0,1,0,0,0,Guaranteed,8000000
2020-21,Detroit Pistons,Rodney McGruder,current roster,0,0,1,0,0,0,Guaranteed,5192307
2020-21,Detroit Pistons,Saddiq Bey,current roster,0,0,1,0,0,0,Guaranteed,2689920
2020-21,Detroit Pistons,Sekou Doumbouya,current roster,0,0,1,0,0,0,Guaranteed,3449400
2020-21,Detroit Pistons,Tyler Cook  E,current roster,1,0,1,0,0,0,Not With Team,99020
2020-21,Detroit Pistons,Wayne Ellington,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Detroit Pistons,Zhaire Smith,W,0,0,0,0,0,0,Not With Team,1068200
2020-21,Golden State Warriors,Alen Smailagic,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Golden State Warriors,Andrew Wiggins,current roster,0,0,1,0,0,0,Guaranteed,29542010
2020-21,Golden State Warriors,Damion Lee,current roster,0,0,1,0,0,0,Guaranteed,1762796
2020-21,Golden State Warriors,Draymond Green,current roster,0,0,1,0,0,0,Guaranteed,22246956
2020-21,Golden State Warriors,Eric Paschall,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Golden State Warriors,James Wiseman,current roster,0,0,1,0,0,0,Guaranteed,8730240
2020-21,Golden State Warriors,Jordan Poole,current roster,0,0,1,0,0,0,Guaranteed,2063280
2020-21,Golden State Warriors,Kelly Oubre,current roster,1,0,1,0,0,0,Guaranteed,14375000
2020-21,Golden State Warriors,Kent Bazemore,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Golden State Warriors,Kevon Looney,current roster,0,0,1,0,0,0,Guaranteed,4821429
2020-21,Golden State Warriors,Klay Thompson,current roster,0,0,1,0,0,0,Guaranteed,35361360
2020-21,Golden State Warriors,Mychal Mulder,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Golden State Warriors,Shaun Livingston,W,0,0,0,0,0,0,Not With Team,666667
2020-21,Golden State Warriors,Stephen Curry,current roster,0,0,1,0,0,0,Guaranteed,43006362
2020-21,Houston Rockets,Avery Bradley,current roster,1,0,1,0,0,0,Guaranteed,5635000
2020-21,Houston Rockets,Ben McLemore,W,0,0,0,0,0,0,Not With Team,2283034
2020-21,Houston Rockets,Bruno Caboclo,W,0,0,0,0,0,0,Not With Team,361256
2020-21,Houston Rockets,Chris Clemons,W,0,0,0,0,0,0,Not With Team,1517981
2020-21,Houston Rockets,Christian Wood,current roster,0,0,1,0,0,0,Guaranteed,13015874
2020-21,Houston Rockets,Dante Exum,current roster,1,0,1,0,0,0,Guaranteed,9600000
2020-21,Houston Rockets,Danuel House,current roster,0,0,1,0,0,0,Guaranteed,3717000
2020-21,Houston Rockets,DaQuan Jeffries,current roster,0,0,1,0,0,0,Guaranteed,1445697
2020-21,Houston Rockets,David Nwaba,current roster,1,0,1,0,0,0,Guaranteed,1824003
2020-21,Houston Rockets,DeMarcus Cousins,W,0,0,0,0,0,0,Guaranteed,1620564
2020-21,Houston Rockets,DJ Augustin,current roster,0,0,1,0,0,0,Guaranteed,6666667
2020-21,Houston Rockets,DJ Wilson,current roster,0,0,1,0,0,0,Guaranteed,4548280
2020-21,Houston Rockets,Eric Gordon,current roster,0,0,1,0,0,0,Guaranteed,16869276
2020-21,Houston Rockets,Jae'Sean Tate,current roster,0,0,1,0,0,0,Guaranteed,1445697
2020-21,Houston Rockets,Jerian Grant,W,0,0,0,0,0,0,Not With Team,50000
2020-21,Houston Rockets,John Wall,current roster,0,0,1,0,0,0,Guaranteed,41254920
2020-21,Houston Rockets,Kelly Olynyk,current roster,1,0,1,0,0,0,Guaranteed,12819649
2020-21,Houston Rockets,Kevin Porter Jr,current roster,0,0,1,0,0,0,Guaranteed,1717981
2020-21,Houston Rockets,KJ Martin,current roster,0,0,1,0,0,0,Guaranteed,898310
2020-21,Houston Rockets,Mason Jones,E,0,0,0,0,0,0,Not With Team,61528
2020-21,Houston Rockets,Sterling Brown,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Houston Rockets,Troy Williams,W,0,0,0,0,0,0,Not With Team,122741
2020-21,Indiana Pacers,Aaron Holiday,current roster,0,0,1,0,0,0,Guaranteed,2345640
2020-21,Indiana Pacers,Caris LeVert,current roster,0,0,1,0,0,0,Guaranteed,16203704
2020-21,Indiana Pacers,Domantas Sabonis,current roster,0,0,1,0,0,0,Guaranteed,19800000
2020-21,Indiana Pacers,Doug McDermott,current roster,1,0,1,0,0,0,Guaranteed,7333333
2020-21,Indiana Pacers,Edmond Sumner,current roster,1,0,1,0,0,0,Guaranteed,2160000
2020-21,Indiana Pacers,Goga Bitadze,current roster,0,0,1,0,0,0,Guaranteed,2957520
2020-21,Indiana Pacers,JaKarr Sampson,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Indiana Pacers,Jalen Lecque,W,0,0,0,0,0,0,Not With Team,1517981
2020-21,Indiana Pacers,Jeremy Lamb,current roster,0,0,1,0,0,0,Guaranteed,10500000
2020-21,Indiana Pacers,Justin Holiday,current roster,0,0,1,0,0,0,Guaranteed,5720400
2020-21,Indiana Pacers,Kelan Martin,current roster,0,0,1,0,0,0,Guaranteed,1445697
2020-21,Indiana Pacers,Malcolm Brogdon,current roster,0,0,1,0,0,0,Guaranteed,20700000
2020-21,Indiana Pacers,Monta Ellis,W,0,0,0,0,0,0,Not With Team,2245400
2020-21,Indiana Pacers,Myles Turner,current roster,0,0,1,0,0,0,Guaranteed,18000000
2020-21,Indiana Pacers,Oshae Brissett,current roster,1,0,1,0,0,0,Guaranteed,99020
2020-21,Indiana Pacers,TJ McConnell,current roster,1,0,1,0,0,0,Guaranteed,3500000
2020-21,Indiana Pacers,TJ Warren,current roster,0,0,1,0,0,0,Guaranteed,12000000
2020-21,Los Angeles Clippers,Daniel Oturu,current roster,0,0,1,0,0,0,Guaranteed,898310
2020-21,Los Angeles Clippers,DeMarcus Cousins,current roster,1,0,1,0,0,0,Guaranteed,110998
2020-21,Los Angeles Clippers,Ivica Zubac,current roster,0,0,1,0,0,0,Guaranteed,7000000
2020-21,Los Angeles Clippers,Kawhi Leonard,current roster,0,0,1,0,0,0,Guaranteed,34379100
2020-21,Los Angeles Clippers,Luke Kennard,current roster,0,0,1,0,0,0,Guaranteed,5273826
2020-21,Los Angeles Clippers,Marcus Morris,current roster,0,0,1,0,0,0,Guaranteed,14883721
2020-21,Los Angeles Clippers,Nicolas Batum,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Los Angeles Clippers,Patrick Beverley,current roster,0,0,1,0,0,0,Guaranteed,13333333
2020-21,Los Angeles Clippers,Patrick Patterson,current roster,1,0,1,0,0,0,Guaranteed,3077704
2020-21,Los Angeles Clippers,Paul George,current roster,0,0,1,0,0,0,Guaranteed,35450412
2020-21,Los Angeles Clippers,Rajon Rondo,current roster,0,0,1,0,0,0,Guaranteed,8250000
2020-21,Los Angeles Clippers,Reggie Jackson,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Los Angeles Clippers,Serge Ibaka,current roster,0,0,1,0,0,0,Guaranteed,9258000
2020-21,Los Angeles Clippers,Terance Mann,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Los Angeles Lakers,Alex Caruso,current roster,1,0,1,0,0,0,Guaranteed,2750000
2020-21,Los Angeles Lakers,Alfonzo McKinnie,current roster,0,0,1,0,0,0,Guaranteed,1762796
2020-21,Los Angeles Lakers,Andre Drummond,current roster,1,0,1,0,0,0,Guaranteed,554988
2020-21,Los Angeles Lakers,Anthony Davis,current roster,0,0,1,0,0,0,Guaranteed,32742000
2020-21,Los Angeles Lakers,Ben McLemore,current roster,1,0,1,0,0,0,Guaranteed,455090
2020-21,Los Angeles Lakers,Damian Jones,E,0,0,0,0,0,0,Not With Team,110998
2020-21,Los Angeles Lakers,Damian Jones  E,current roster,1,0,1,0,0,0,Not With Team,110998
2020-21,Los Angeles Lakers,Dennis Schroder,current roster,1,0,1,0,0,0,Guaranteed,16000000
2020-21,Los Angeles Lakers,Jared Dudley,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Los Angeles Lakers,Jordan Bell,W,0,0,0,0,0,0,Not With Team,580062
2020-21,Los Angeles Lakers,Kentavious CaldwellPope,current roster,0,0,1,0,0,0,Guaranteed,12073020
2020-21,Los Angeles Lakers,Kyle Kuzma,current roster,0,0,1,0,0,0,Guaranteed,3562178
2020-21,Los Angeles Lakers,LeBron James,current roster,0,0,1,0,0,0,Guaranteed,39219566
2020-21,Los Angeles Lakers,Luol Deng,W,0,0,0,0,0,0,Not With Team,5000000
2020-21,Los Angeles Lakers,Marc Gasol,current roster,0,0,1,0,0,0,Guaranteed,2564753
2020-21,Los Angeles Lakers,Markieff Morris,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Los Angeles Lakers,Montrezl Harrell,current roster,0,0,1,0,0,0,Guaranteed,9258000
2020-21,Los Angeles Lakers,Quinn Cook,W,0,0,0,0,0,0,Not With Team,1000000
2020-21,Los Angeles Lakers,Quinn Cook  W,current roster,1,0,1,0,0,0,Not With Team,797183
2020-21,Los Angeles Lakers,Talen HortonTucker,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Los Angeles Lakers,Wesley Matthews,current roster,1,0,1,0,0,0,Guaranteed,3623000
2020-21,Memphis Grizzlies,Brandon Clarke,current roster,0,0,1,0,0,0,Guaranteed,2602920
2020-21,Memphis Grizzlies,Dakari Johnson,W,0,0,0,0,0,0,Not With Team,459414
2020-21,Memphis Grizzlies,De'Anthony Melton,current roster,0,0,1,0,0,0,Guaranteed,9571712
2020-21,Memphis Grizzlies,Desmond Bane,current roster,0,0,1,0,0,0,Guaranteed,1936440
2020-21,Memphis Grizzlies,Dillon Brooks,current roster,0,0,1,0,0,0,Guaranteed,11400000
2020-21,Memphis Grizzlies,Dion Waiters,W,0,0,0,0,0,0,Not With Team,12650000
2020-21,Memphis Grizzlies,Gorgui Dieng,W,0,0,0,0,0,0,Not With Team,16587688
2020-21,Memphis Grizzlies,Grayson Allen,current roster,0,0,1,0,0,0,Guaranteed,2545320
2020-21,Memphis Grizzlies,Ja Morant,current roster,0,0,1,0,0,0,Guaranteed,9166800
2020-21,Memphis Grizzlies,Jaren Jackson Jr,current roster,0,0,1,0,0,0,Guaranteed,7257360
2020-21,Memphis Grizzlies,John Konchar,current roster,0,0,1,0,0,0,Guaranteed,2100000
2020-21,Memphis Grizzlies,Jonas Valanciunas,current roster,0,0,1,0,0,0,Guaranteed,15000000
2020-21,Memphis Grizzlies,Jontay Porter,current roster,0,0,1,0,0,0,Guaranteed,1900000
2020-21,Memphis Grizzlies,Justise Winslow,current roster,1,0,1,0,0,0,Guaranteed,13000000
2020-21,Memphis Grizzlies,Kyle Anderson,current roster,0,0,1,0,0,0,Guaranteed,9505100
2020-21,Memphis Grizzlies,Mario Hezonja,W,0,0,0,0,0,0,Not With Team,1977011
2020-21,Memphis Grizzlies,Marko Guduric,W,0,0,0,0,0,0,Not With Team,2750000
2020-21,Memphis Grizzlies,Tim Frazier,E,0,0,0,0,0,0,Not With Team,110998
2020-21,Memphis Grizzlies,Tyus Jones,current roster,0,0,1,0,0,0,Guaranteed,8817143
2020-21,Memphis Grizzlies,Xavier Tillman Sr,current roster,0,0,1,0,0,0,Guaranteed,1300000
2020-21,Miami Heat,AJ Hammons,W,0,0,0,0,0,0,Not With Team,350087
2020-21,Miami Heat,Andre Iguodala,current roster,1,0,1,0,0,0,Guaranteed,15000000
2020-21,Miami Heat,Bam Adebayo,current roster,0,0,1,0,0,0,Guaranteed,5115492
2020-21,Miami Heat,Duncan Robinson,current roster,0,0,1,0,0,0,Guaranteed,1663861
2020-21,Miami Heat,Goran Dragic,current roster,1,0,1,0,0,0,Guaranteed,18000000
2020-21,Miami Heat,Jimmy Butler,current roster,0,0,1,0,0,0,Guaranteed,34379100
2020-21,Miami Heat,Kendrick Nunn,current roster,0,0,1,0,0,0,Guaranteed,1663861
2020-21,Miami Heat,KZ Okpala,current roster,0,0,1,0,0,0,Guaranteed,1517981
2020-21,Miami Heat,Nemanja Bjelica,current roster,1,0,1,0,0,0,Guaranteed,7150000
2020-21,Miami Heat,Precious Achiuwa,current roster,0,0,1,0,0,0,Guaranteed,2582160
2020-21,Miami Heat,Ryan Anderson,W,0,0,0,0,0,0,Not With Team,5214583
2020-21,Miami Heat,Trevor Ariza,current roster,1,0,1,0,0,0,Guaranteed,12800000
2020-21,Miami Heat,Tyler Herro,current roster,0,0,1,0,0,0,Guaranteed,3822240
2020-21,Miami Heat,Udonis Haslem,current roster,1,0,1,0,0,0,Guaranteed,1620564
2020-21,Miami Heat,Victor Oladipo,current roster,1,0,1,0,0,0,Guaranteed,21000000
